Stimuli_list,Participant_id,Clean/Babble,SNR,Target_word,Response
1,5c0189dc9d035a00017e7eaa,babble,-5,obviously,obviously
1,5c1d232074ad0b0001531eea,babble,-5,obviously,obviously
1,5c36188ae2809a000106d7de,babble,-5,obviously,obviously
1,5db9940a8b31b7000b84baed,babble,-5,obviously,obviously
1,5dde99ba326bd801296eab89,babble,-5,obviously,obviously
4,56c6fd07b0b7a1000d5cf899,babble,0,obviously,obviously
4,57732cfcda75d30001487571,babble,0,obviously,obviously
4,597f57ccfc90e000011c56fe,babble,0,obviously,obviously
4,5cadcbd3cdf3eb00136336a4,babble,0,obviously,obviously
4,5e432ceb394cd51c528ba4f0,babble,0,obviously,obviously
2,55891561fdf99b4badde5b11,clean,-,obviously,obviously
2,5a4ad25599311d0001df5ee8,clean,-,obviously,obviously
2,5a67676a35f26b000149689d,clean,-,obviously,obviously
2,5acf2046e87197000107933c,clean,-,obviously,obviously
2,5ce3de71c536f5000110529e,clean,-,obviously,obviously
11,5b97a223788a3d0001b49ab3,babble,-5,honestly,Honestly
11,5c56cf49a35f38000169f681,babble,-5,honestly,honestly
11,5cf42528e7c1d1001b527bbc,babble,-5,honestly,honesty
11,5d619e7c79db120016bd2429,babble,-5,honestly,honesty
11,5ddb0012270f44a553f0d024,babble,-5,honestly,none
14,576075c3624ccc0006233eb7,babble,0,honestly,honestly
14,59efd2b3d838ae000185123a,babble,0,honestly,honestly
14,5c44a1a111a0c200016ff5ba,babble,0,honestly,honestly
14,5d4c217a97d8a600013b46cf,babble,0,honestly,Honestly
14,5d89094bdee2770001840056,babble,0,honestly,honestly
12,594a8e2eeaa18e000163f6cd,clean,-,honestly,honestly
12,5a67b46ec0d836000108089f,clean,-,honestly,honestly
12,5c3f7880d831ed0001f795e9,clean,-,honestly,honestly
12,5c4a1c1cbd42830001dbb540,clean,-,honestly,Honestly
12,5d264788d8c0080001ff782e,clean,-,honestly,honestly
5,55b95e2ffdf99b469f622883,babble,-5,architect,architect
5,57fa6c8b07d709000141ad46,babble,-5,architect,architect
5,595e32ebe05ca800013401d0,babble,-5,architect,Achietech
5,5b7200cf8f427a00013a1f9d,babble,-5,architect,amulet
5,5be594a25ea88f0001cc3912,babble,-5,architect,architect
3,57c8221b7612a1000118be3b,babble,0,architect,Architect
3,5aeaeef326e9c60001fbd22b,babble,0,architect,architect
3,5c6ddaefdf677d00013fa313,babble,0,architect,Architect
3,5c936c09e2d9fb0001386b03,babble,0,architect,architect
3,5cdc5bc31f7a97001b6e5c31,babble,0,architect,architect
1,5c0189dc9d035a00017e7eaa,clean,-,architect,architect
1,5c1d232074ad0b0001531eea,clean,-,architect,architect
1,5c36188ae2809a000106d7de,clean,-,architect,architect
1,5db9940a8b31b7000b84baed,clean,-,architect,architect
1,5dde99ba326bd801296eab89,clean,-,architect,architect
2,55891561fdf99b4badde5b11,babble,-5,absolutely,Absolutley
2,5a4ad25599311d0001df5ee8,babble,-5,absolutely,absoluty
2,5a67676a35f26b000149689d,babble,-5,absolutely,absolutely
2,5acf2046e87197000107933c,babble,-5,absolutely,absolutely
2,5ce3de71c536f5000110529e,babble,-5,absolutely,absolutely
5,55b95e2ffdf99b469f622883,babble,0,absolutely,absolutely
5,57fa6c8b07d709000141ad46,babble,0,absolutely,absolutely
5,595e32ebe05ca800013401d0,babble,0,absolutely,Absolutely
5,5b7200cf8f427a00013a1f9d,babble,0,absolutely,Absolutely
5,5be594a25ea88f0001cc3912,babble,0,absolutely,absolutely
3,57c8221b7612a1000118be3b,clean,-,absolutely,Absolutely
3,5c6ddaefdf677d00013fa313,clean,-,absolutely,Absolutely
3,5c936c09e2d9fb0001386b03,clean,-,absolutely,absolutely
3,5cdc5bc31f7a97001b6e5c31,clean,-,absolutely,absolutely
5,55b95e2ffdf99b469f622883,babble,-5,after,wonderful
5,57fa6c8b07d709000141ad46,babble,-5,after,party
5,595e32ebe05ca800013401d0,babble,-5,after,Afterward
5,5b7200cf8f427a00013a1f9d,babble,-5,after,After
5,5be594a25ea88f0001cc3912,babble,-5,after,architect
3,57c8221b7612a1000118be3b,babble,0,after,After
3,5aeaeef326e9c60001fbd22b,babble,0,after,after
3,5c6ddaefdf677d00013fa313,babble,0,after,After
3,5c936c09e2d9fb0001386b03,babble,0,after,after
3,5cdc5bc31f7a97001b6e5c31,babble,0,after,after
1,5c0189dc9d035a00017e7eaa,clean,-,after,after
1,5c1d232074ad0b0001531eea,clean,-,after,after
1,5c36188ae2809a000106d7de,clean,-,after,after
1,5db9940a8b31b7000b84baed,clean,-,after,after
1,5dde99ba326bd801296eab89,clean,-,after,after
1,5c0189dc9d035a00017e7eaa,babble,-5,afterwards,afterwards
1,5c1d232074ad0b0001531eea,babble,-5,afterwards,afterwards
1,5c36188ae2809a000106d7de,babble,-5,afterwards,afterwards
1,5db9940a8b31b7000b84baed,babble,-5,afterwards,afterwards
1,5dde99ba326bd801296eab89,babble,-5,afterwards,afterwards
4,56c6fd07b0b7a1000d5cf899,babble,0,afterwards,afterwards
4,57732cfcda75d30001487571,babble,0,afterwards,afterwoods
4,597f57ccfc90e000011c56fe,babble,0,afterwards,afterwards
4,5cadcbd3cdf3eb00136336a4,babble,0,afterwards,afterwords
4,5e432ceb394cd51c528ba4f0,babble,0,afterwards,afterwards
2,55891561fdf99b4badde5b11,clean,-,afterwards,Afterwards
2,5a4ad25599311d0001df5ee8,clean,-,afterwards,afterwards
2,5a67676a35f26b000149689d,clean,-,afterwards,afterwards
2,5acf2046e87197000107933c,clean,-,afterwards,afterwards
2,5ce3de71c536f5000110529e,clean,-,afterwards,afterward
5,55b95e2ffdf99b469f622883,babble,-5,accessible,exessive
5,57fa6c8b07d709000141ad46,babble,-5,accessible,accessible
5,595e32ebe05ca800013401d0,babble,-5,accessible,Accessable
5,5b7200cf8f427a00013a1f9d,babble,-5,accessible,Exempt
5,5be594a25ea88f0001cc3912,babble,-5,accessible,accessible
3,57c8221b7612a1000118be3b,babble,0,accessible,Accessible
3,5aeaeef326e9c60001fbd22b,babble,0,accessible,accessible
3,5c6ddaefdf677d00013fa313,babble,0,accessible,Accesible
3,5c936c09e2d9fb0001386b03,babble,0,accessible,accessible
3,5cdc5bc31f7a97001b6e5c31,babble,0,accessible,accessible
1,5c0189dc9d035a00017e7eaa,clean,-,accessible,accessible
1,5c1d232074ad0b0001531eea,clean,-,accessible,accessible
1,5c36188ae2809a000106d7de,clean,-,accessible,accessible
1,5db9940a8b31b7000b84baed,clean,-,accessible,accesable
1,5dde99ba326bd801296eab89,clean,-,accessible,accessible
6,5a031341728b1b0001ad8bee,babble,-5,anterior,interior
6,5bc30ddeb17a810001daf55c,babble,-5,anterior,anterior
6,5bdc609519b9ba000157d122,babble,-5,anterior,bacteria
6,5d8e3e54e019d1001a713708,babble,-5,anterior,Interior
6,5dd00f0e82a527107df2df46,babble,-5,anterior,anterior
9,5a8be4a50f1bce00012254ed,babble,0,anterior,anterior
9,5c6decc3e5229800015052a5,babble,0,anterior,anterior
9,5ccb36a8d01bf6001815792a,babble,0,anterior,anterior
9,5ce2cadbed552600199dc85c,babble,0,anterior,anterior
9,5ce6b381e7de4c0001a24b49,babble,0,anterior,anterior
7,5ab67b34ead3eb0001518bf3,clean,-,anterior,anterior
7,5c0b0b5f217d60000111e5f0,clean,-,anterior,anterior
7,5d2464b812b27400011db6e7,clean,-,anterior,anterior
7,5dd0409d9ca8a312350a4118,clean,-,anterior,anterior
7,5e949cc842d2cd7e92cf3559,clean,-,anterior,anterior
2,55891561fdf99b4badde5b11,babble,-5,other,Other
2,5a4ad25599311d0001df5ee8,babble,-5,other,lover
2,5a67676a35f26b000149689d,babble,-5,other,other
2,5acf2046e87197000107933c,babble,-5,other,nothing
2,5ce3de71c536f5000110529e,babble,-5,other,positive
5,55b95e2ffdf99b469f622883,babble,0,other,other
5,57fa6c8b07d709000141ad46,babble,0,other,other
5,595e32ebe05ca800013401d0,babble,0,other,Other
5,5b7200cf8f427a00013a1f9d,babble,0,other,Other
5,5be594a25ea88f0001cc3912,babble,0,other,other
3,57c8221b7612a1000118be3b,clean,-,other,Other
3,5aeaeef326e9c60001fbd22b,clean,-,other,other
3,5c6ddaefdf677d00013fa313,clean,-,other,Other
3,5c936c09e2d9fb0001386b03,clean,-,other,other
3,5cdc5bc31f7a97001b6e5c31,clean,-,other,other
15,5a09ec769b760100013a70e1,babble,-5,affair,affair
15,5aaaa47accc4c20001ca5253,babble,-5,affair,affair
15,5ae70a1c3810080001c060c5,babble,-5,affair,Affair
15,5b7c88addb11320001c43bcc,babble,-5,affair,fair
15,5d45bde698c84000164e1200,babble,-5,affair,affair
13,57efc1de61e8340001876cf0,babble,0,affair,affair
13,5b2bd649ed66460001e86e39,babble,0,affair,affair
13,5c503ab0548e9d0001a70c7b,babble,0,affair,affair
13,5d8f4d31e4a4e70018c19c15,babble,0,affair,affair
13,5e7e4d6618ff320b50bf7b3c,babble,0,affair,affair
11,5b97a223788a3d0001b49ab3,clean,-,affair,Affair
11,5c56cf49a35f38000169f681,clean,-,affair,Affair
11,5cf42528e7c1d1001b527bbc,clean,-,affair,affair
11,5d619e7c79db120016bd2429,clean,-,affair,affair
11,5ddb0012270f44a553f0d024,clean,-,affair,affair
14,576075c3624ccc0006233eb7,babble,-5,ugly,ugly
14,59efd2b3d838ae000185123a,babble,-5,ugly,ugly
14,5c44a1a111a0c200016ff5ba,babble,-5,ugly,ugly
14,5d4c217a97d8a600013b46cf,babble,-5,ugly,Ugly
14,5d89094bdee2770001840056,babble,-5,ugly,ugly
12,594a8e2eeaa18e000163f6cd,babble,0,ugly,nobly
12,5a67b46ec0d836000108089f,babble,0,ugly,ugly
12,5c3f7880d831ed0001f795e9,babble,0,ugly,ugly
12,5c4a1c1cbd42830001dbb540,babble,0,ugly,Ugly
12,5d264788d8c0080001ff782e,babble,0,ugly,ugly
15,5a09ec769b760100013a70e1,clean,-,ugly,ugly
15,5aaaa47accc4c20001ca5253,clean,-,ugly,ugly
15,5ae70a1c3810080001c060c5,clean,-,ugly,Ugly
15,5b7c88addb11320001c43bcc,clean,-,ugly,ugly
15,5d45bde698c84000164e1200,clean,-,ugly,ugly
14,576075c3624ccc0006233eb7,babble,-5,agenda,agenda
14,59efd2b3d838ae000185123a,babble,-5,agenda,agenda
14,5c44a1a111a0c200016ff5ba,babble,-5,agenda,agenda
14,5d4c217a97d8a600013b46cf,babble,-5,agenda,Agenda
14,5d89094bdee2770001840056,babble,-5,agenda,agenda
12,594a8e2eeaa18e000163f6cd,babble,0,agenda,agenda
12,5a67b46ec0d836000108089f,babble,0,agenda,agenda
12,5c3f7880d831ed0001f795e9,babble,0,agenda,agenda
12,5c4a1c1cbd42830001dbb540,babble,0,agenda,Agenda
12,5d264788d8c0080001ff782e,babble,0,agenda,agenda
15,5a09ec769b760100013a70e1,clean,-,agenda,agender
15,5aaaa47accc4c20001ca5253,clean,-,agenda,agenda
15,5ae70a1c3810080001c060c5,clean,-,agenda,Agenda
15,5b7c88addb11320001c43bcc,clean,-,agenda,agenda
15,5d45bde698c84000164e1200,clean,-,agenda,agenda
15,5a09ec769b760100013a70e1,babble,-5,amusement,onions pen
15,5aaaa47accc4c20001ca5253,babble,-5,amusement,ammusement
15,5ae70a1c3810080001c060c5,babble,-5,amusement,Amusement
15,5b7c88addb11320001c43bcc,babble,-5,amusement,amusing
15,5d45bde698c84000164e1200,babble,-5,amusement,bemusement
13,57efc1de61e8340001876cf0,babble,0,amusement,amusement
13,5b2bd649ed66460001e86e39,babble,0,amusement,amusement
13,5c503ab0548e9d0001a70c7b,babble,0,amusement,amusement
13,5d8f4d31e4a4e70018c19c15,babble,0,amusement,amusement
13,5e7e4d6618ff320b50bf7b3c,babble,0,amusement,amusement
11,5b97a223788a3d0001b49ab3,clean,-,amusement,Amusement
11,5c56cf49a35f38000169f681,clean,-,amusement,amusement
11,5cf42528e7c1d1001b527bbc,clean,-,amusement,amusement
11,5d619e7c79db120016bd2429,clean,-,amusement,amusement
11,5ddb0012270f44a553f0d024,clean,-,amusement,amusement
2,55891561fdf99b4badde5b11,babble,-5,unfortunately,Unfortunatley
2,5a4ad25599311d0001df5ee8,babble,-5,unfortunately,unfortunately
2,5a67676a35f26b000149689d,babble,-5,unfortunately,unfortunately
2,5acf2046e87197000107933c,babble,-5,unfortunately,unfortunately
2,5ce3de71c536f5000110529e,babble,-5,unfortunately,unfortunately
5,55b95e2ffdf99b469f622883,babble,0,unfortunately,unfortunately
5,57fa6c8b07d709000141ad46,babble,0,unfortunately,unfortunately
5,595e32ebe05ca800013401d0,babble,0,unfortunately,Unfortunately
5,5b7200cf8f427a00013a1f9d,babble,0,unfortunately,Unfortunately
5,5be594a25ea88f0001cc3912,babble,0,unfortunately,unfortunately
3,57c8221b7612a1000118be3b,clean,-,unfortunately,Unfortunately
3,5aeaeef326e9c60001fbd22b,clean,-,unfortunately,unfortunately
3,5c6ddaefdf677d00013fa313,clean,-,unfortunately,Unfortunately
3,5c936c09e2d9fb0001386b03,clean,-,unfortunately,unfortunately
3,5cdc5bc31f7a97001b6e5c31,clean,-,unfortunately,unfortunately
15,5a09ec769b760100013a70e1,babble,-5,unquestionably,unquestionably
15,5aaaa47accc4c20001ca5253,babble,-5,unquestionably,questionably
15,5ae70a1c3810080001c060c5,babble,-5,unquestionably,Unquestionably
15,5b7c88addb11320001c43bcc,babble,-5,unquestionably,questionably
15,5d45bde698c84000164e1200,babble,-5,unquestionably,impressionably
13,57efc1de61e8340001876cf0,babble,0,unquestionably,impressionably
13,5b2bd649ed66460001e86e39,babble,0,unquestionably,questionably
13,5c503ab0548e9d0001a70c7b,babble,0,unquestionably,unquestionably
13,5d8f4d31e4a4e70018c19c15,babble,0,unquestionably,unquestionably
13,5e7e4d6618ff320b50bf7b3c,babble,0,unquestionably,unquestionably
11,5b97a223788a3d0001b49ab3,clean,-,unquestionably,Unquestionably
11,5c56cf49a35f38000169f681,clean,-,unquestionably,Unquestionably
11,5cf42528e7c1d1001b527bbc,clean,-,unquestionably,unquestionably
11,5d619e7c79db120016bd2429,clean,-,unquestionably,unquestionably
11,5ddb0012270f44a553f0d024,clean,-,unquestionably,unquestionably
1,5c0189dc9d035a00017e7eaa,babble,-5,unluckily,novocaine
1,5c1d232074ad0b0001531eea,babble,-5,unluckily,ugly
1,5c36188ae2809a000106d7de,babble,-5,unluckily,maybe
1,5db9940a8b31b7000b84baed,babble,-5,unluckily,dont know
1,5dde99ba326bd801296eab89,babble,-5,unluckily,completely
4,56c6fd07b0b7a1000d5cf899,babble,0,unluckily,unlucky
4,57732cfcda75d30001487571,babble,0,unluckily,unlucky
4,597f57ccfc90e000011c56fe,babble,0,unluckily,unlucky
4,5cadcbd3cdf3eb00136336a4,babble,0,unluckily,unlucky
4,5e432ceb394cd51c528ba4f0,babble,0,unluckily,unlucky
2,55891561fdf99b4badde5b11,clean,-,unluckily,Unlikely
2,5a4ad25599311d0001df5ee8,clean,-,unluckily,unluckily
2,5a67676a35f26b000149689d,clean,-,unluckily,unlucky
2,5acf2046e87197000107933c,clean,-,unluckily,unluckily
2,5ce3de71c536f5000110529e,clean,-,unluckily,unluckily
6,5a031341728b1b0001ad8bee,babble,-5,unlike,might
6,5bc30ddeb17a810001daf55c,babble,-5,unlike,night
6,5bdc609519b9ba000157d122,babble,-5,unlike,lime
6,5d8e3e54e019d1001a713708,babble,-5,unlike,Mind
6,5dd00f0e82a527107df2df46,babble,-5,unlike,mike
9,5a8be4a50f1bce00012254ed,babble,0,unlike,polite
9,5c6decc3e5229800015052a5,babble,0,unlike,alike
9,5ccb36a8d01bf6001815792a,babble,0,unlike,light
9,5ce2cadbed552600199dc85c,babble,0,unlike,unlike
9,5ce6b381e7de4c0001a24b49,babble,0,unlike,alive
7,5ab67b34ead3eb0001518bf3,clean,-,unlike,unlike
7,5c0b0b5f217d60000111e5f0,clean,-,unlike,unlike
7,5d2464b812b27400011db6e7,clean,-,unlike,unlike
7,5dd0409d9ca8a312350a4118,clean,-,unlike,unlike
7,5e949cc842d2cd7e92cf3559,clean,-,unlike,unlike
10,5980fff19bf4fe0001070984,babble,-5,unremarkably,Revoltingly
10,59dea7f56100f9000194a162,babble,-5,unremarkably,monkey
10,5a9d8c04b5e2110001c6e15f,babble,-5,unremarkably,unremarkable
10,5acc6abbfa3b4e000173c8b5,babble,-5,unremarkably,you
10,5ccb5e96bca87900161275c2,babble,-5,unremarkably,unremarkable
8,573c6b96b3a71f00146df8c4,babble,0,unremarkably,unremarkably
8,5afaec38bba9690001d82aee,babble,0,unremarkably,unremarkabley
8,5b3b96a868e12a000160db45,babble,0,unremarkably,unremarkably
8,5c58bdb5a2f0f6000157e4e6,babble,0,unremarkably,unremarkably
8,5ce1b491fd6595001ba5a4cc,babble,0,unremarkably,unremarkably
6,5a031341728b1b0001ad8bee,clean,-,unremarkably,unremarkably
6,5bc30ddeb17a810001daf55c,clean,-,unremarkably,unremarkably
6,5bdc609519b9ba000157d122,clean,-,unremarkably,unremarkably
6,5d8e3e54e019d1001a713708,clean,-,unremarkably,Unremarkably
6,5dd00f0e82a527107df2df46,clean,-,unremarkably,unremarkably
3,57c8221b7612a1000118be3b,babble,-5,apartment,Apartment
3,5aeaeef326e9c60001fbd22b,babble,-5,apartment,apartment
3,5c6ddaefdf677d00013fa313,babble,-5,apartment,apartment
3,5c936c09e2d9fb0001386b03,babble,-5,apartment,apartment
3,5cdc5bc31f7a97001b6e5c31,babble,-5,apartment,apartment
1,5c0189dc9d035a00017e7eaa,babble,0,apartment,apartment
1,5c1d232074ad0b0001531eea,babble,0,apartment,appartment
1,5c36188ae2809a000106d7de,babble,0,apartment,apartment
1,5db9940a8b31b7000b84baed,babble,0,apartment,apartment
1,5dde99ba326bd801296eab89,babble,0,apartment,apartment
4,56c6fd07b0b7a1000d5cf899,clean,-,apartment,apartment
4,57732cfcda75d30001487571,clean,-,apartment,apartment
4,597f57ccfc90e000011c56fe,clean,-,apartment,apartment
4,5cadcbd3cdf3eb00136336a4,clean,-,apartment,apartment
4,5e432ceb394cd51c528ba4f0,clean,-,apartment,apartment
14,576075c3624ccc0006233eb7,babble,-5,apparently,apparently
14,59efd2b3d838ae000185123a,babble,-5,apparently,apparently
14,5c44a1a111a0c200016ff5ba,babble,-5,apparently,concurrently
14,5d4c217a97d8a600013b46cf,babble,-5,apparently,Apparently
14,5d89094bdee2770001840056,babble,-5,apparently,concurrently
12,594a8e2eeaa18e000163f6cd,babble,0,apparently,apparently
12,5a67b46ec0d836000108089f,babble,0,apparently,apparently
12,5c3f7880d831ed0001f795e9,babble,0,apparently,apparently
12,5c4a1c1cbd42830001dbb540,babble,0,apparently,Apparently
12,5d264788d8c0080001ff782e,babble,0,apparently,apparently
15,5a09ec769b760100013a70e1,clean,-,apparently,apparently
15,5aaaa47accc4c20001ca5253,clean,-,apparently,apparently
15,5ae70a1c3810080001c060c5,clean,-,apparently,Apparently
15,5b7c88addb11320001c43bcc,clean,-,apparently,apparently
15,5d45bde698c84000164e1200,clean,-,apparently,apparently
8,573c6b96b3a71f00146df8c4,babble,-5,apiece,appealed
8,5afaec38bba9690001d82aee,babble,-5,apiece,a piece
8,5b3b96a868e12a000160db45,babble,-5,apiece,at peace
8,5c58bdb5a2f0f6000157e4e6,babble,-5,apiece,appease
8,5ce1b491fd6595001ba5a4cc,babble,-5,apiece,apeirce
6,5a031341728b1b0001ad8bee,babble,0,apiece,upkeep
6,5bc30ddeb17a810001daf55c,babble,0,apiece,appease
6,5bdc609519b9ba000157d122,babble,0,apiece,appease
6,5d8e3e54e019d1001a713708,babble,0,apiece,Apiece
6,5dd00f0e82a527107df2df46,babble,0,apiece,appease
9,5a8be4a50f1bce00012254ed,clean,-,apiece,apiece
9,5c6decc3e5229800015052a5,clean,-,apiece,appease
9,5ccb36a8d01bf6001815792a,clean,-,apiece,appease
9,5ce2cadbed552600199dc85c,clean,-,apiece,appease
9,5ce6b381e7de4c0001a24b49,clean,-,apiece,apiece
8,573c6b96b3a71f00146df8c4,babble,-5,approximately,approximately
8,5afaec38bba9690001d82aee,babble,-5,approximately,approximately
8,5b3b96a868e12a000160db45,babble,-5,approximately,approximately
8,5c58bdb5a2f0f6000157e4e6,babble,-5,approximately,approximate
8,5ce1b491fd6595001ba5a4cc,babble,-5,approximately,approxiamatly
6,5a031341728b1b0001ad8bee,babble,0,approximately,approximately
6,5bc30ddeb17a810001daf55c,babble,0,approximately,approximately
6,5bdc609519b9ba000157d122,babble,0,approximately,approximately
6,5d8e3e54e019d1001a713708,babble,0,approximately,Approximately
6,5dd00f0e82a527107df2df46,babble,0,approximately,approximately
9,5a8be4a50f1bce00012254ed,clean,-,approximately,approximately
9,5c6decc3e5229800015052a5,clean,-,approximately,approximately
9,5ccb36a8d01bf6001815792a,clean,-,approximately,approximately
9,5ce2cadbed552600199dc85c,clean,-,approximately,approximately
9,5ce6b381e7de4c0001a24b49,clean,-,approximately,approximately
6,5a031341728b1b0001ad8bee,babble,-5,approachable,approachable
6,5bc30ddeb17a810001daf55c,babble,-5,approachable,approachable
6,5bdc609519b9ba000157d122,babble,-5,approachable,regrettably
6,5d8e3e54e019d1001a713708,babble,-5,approachable,Approachable
6,5dd00f0e82a527107df2df46,babble,-5,approachable,approachable
9,5a8be4a50f1bce00012254ed,babble,0,approachable,approchable
9,5c6decc3e5229800015052a5,babble,0,approachable,approachable
9,5ccb36a8d01bf6001815792a,babble,0,approachable,approachable
9,5ce2cadbed552600199dc85c,babble,0,approachable,approachable
9,5ce6b381e7de4c0001a24b49,babble,0,approachable,approachable
7,5ab67b34ead3eb0001518bf3,clean,-,approachable,approachable
7,5c0b0b5f217d60000111e5f0,clean,-,approachable,approachable
7,5d2464b812b27400011db6e7,clean,-,approachable,Approachable
7,5dd0409d9ca8a312350a4118,clean,-,approachable,approachable
7,5e949cc842d2cd7e92cf3559,clean,-,approachable,approachable
12,594a8e2eeaa18e000163f6cd,babble,-5,ascribable,undescrible
12,5a67b46ec0d836000108089f,babble,-5,ascribable,describable
12,5c3f7880d831ed0001f795e9,babble,-5,ascribable,ascribable
12,5c4a1c1cbd42830001dbb540,babble,-5,ascribable,Sprangboss
12,5d264788d8c0080001ff782e,babble,-5,ascribable,swibercome
15,5a09ec769b760100013a70e1,babble,0,ascribable,describable
15,5aaaa47accc4c20001ca5253,babble,0,ascribable,indescribable
15,5ae70a1c3810080001c060c5,babble,0,ascribable,Describable
15,5b7c88addb11320001c43bcc,babble,0,ascribable,describable
15,5d45bde698c84000164e1200,babble,0,ascribable,describable
13,57efc1de61e8340001876cf0,clean,-,ascribable,ascribable
13,5b2bd649ed66460001e86e39,clean,-,ascribable,describeable
13,5c503ab0548e9d0001a70c7b,clean,-,ascribable,ascribable
13,5d8f4d31e4a4e70018c19c15,clean,-,ascribable,ascribeable
13,5e7e4d6618ff320b50bf7b3c,clean,-,ascribable,describable
6,5a031341728b1b0001ad8bee,babble,-5,utterly,utterly
6,5bc30ddeb17a810001daf55c,babble,-5,utterly,utterly
6,5bdc609519b9ba000157d122,babble,-5,utterly,utterly
6,5d8e3e54e019d1001a713708,babble,-5,utterly,Utterly
6,5dd00f0e82a527107df2df46,babble,-5,utterly,utterly
9,5a8be4a50f1bce00012254ed,babble,0,utterly,utterly
9,5c6decc3e5229800015052a5,babble,0,utterly,utterly
9,5ccb36a8d01bf6001815792a,babble,0,utterly,utterly
9,5ce2cadbed552600199dc85c,babble,0,utterly,utterly
9,5ce6b381e7de4c0001a24b49,babble,0,utterly,utterly
7,5ab67b34ead3eb0001518bf3,clean,-,utterly,utterly
7,5c0b0b5f217d60000111e5f0,clean,-,utterly,utterly
7,5d2464b812b27400011db6e7,clean,-,utterly,utterly
7,5dd0409d9ca8a312350a4118,clean,-,utterly,utterly
7,5e949cc842d2cd7e92cf3559,clean,-,utterly,utterly
6,5a031341728b1b0001ad8bee,babble,-5,atrocious,atrocious
6,5bc30ddeb17a810001daf55c,babble,-5,atrocious,atrocious
6,5bdc609519b9ba000157d122,babble,-5,atrocious,atrocious
6,5d8e3e54e019d1001a713708,babble,-5,atrocious,Atrocious
6,5dd00f0e82a527107df2df46,babble,-5,atrocious,atrocious
9,5a8be4a50f1bce00012254ed,babble,0,atrocious,atrocious
9,5c6decc3e5229800015052a5,babble,0,atrocious,atrocious
9,5ccb36a8d01bf6001815792a,babble,0,atrocious,atrocious
9,5ce2cadbed552600199dc85c,babble,0,atrocious,attrocious
9,5ce6b381e7de4c0001a24b49,babble,0,atrocious,atrocious
7,5ab67b34ead3eb0001518bf3,clean,-,atrocious,atrocious
7,5c0b0b5f217d60000111e5f0,clean,-,atrocious,atrocious
7,5d2464b812b27400011db6e7,clean,-,atrocious,attrocious
7,5dd0409d9ca8a312350a4118,clean,-,atrocious,atrocious
7,5e949cc842d2cd7e92cf3559,clean,-,atrocious,atrocious
15,5a09ec769b760100013a70e1,babble,-5,all,call
15,5aaaa47accc4c20001ca5253,babble,-5,all,who
15,5ae70a1c3810080001c060c5,babble,-5,all,Apple
15,5b7c88addb11320001c43bcc,babble,-5,all,dreadful
15,5d45bde698c84000164e1200,babble,-5,all,fearful
13,57efc1de61e8340001876cf0,babble,0,all,four
13,5b2bd649ed66460001e86e39,babble,0,all,ball
13,5c503ab0548e9d0001a70c7b,babble,0,all,full
13,5d8f4d31e4a4e70018c19c15,babble,0,all,ball
13,5e7e4d6618ff320b50bf7b3c,babble,0,all,pull
11,5b97a223788a3d0001b49ab3,clean,-,all,All
11,5c56cf49a35f38000169f681,clean,-,all,all
11,5cf42528e7c1d1001b527bbc,clean,-,all,listed
11,5d619e7c79db120016bd2429,clean,-,all,all
11,5ddb0012270f44a553f0d024,clean,-,all,door
9,5a8be4a50f1bce00012254ed,babble,-5,all-night,all night
9,5c6decc3e5229800015052a5,babble,-5,all-night,allnight
9,5ccb36a8d01bf6001815792a,babble,-5,all-night,alright
9,5ce2cadbed552600199dc85c,babble,-5,all-night,alright
9,5ce6b381e7de4c0001a24b49,babble,-5,all-night,heist
7,5ab67b34ead3eb0001518bf3,babble,0,all-night,all night
7,5c0b0b5f217d60000111e5f0,babble,0,all-night,allnight
7,5d2464b812b27400011db6e7,babble,0,all-night,all night
7,5dd0409d9ca8a312350a4118,babble,0,all-night,all night
7,5e949cc842d2cd7e92cf3559,babble,0,all-night,all night
10,5980fff19bf4fe0001070984,clean,-,all-night,All night
10,59dea7f56100f9000194a162,clean,-,all-night,all night
10,5a9d8c04b5e2110001c6e15f,clean,-,all-night,all night
10,5acc6abbfa3b4e000173c8b5,clean,-,all-night,all night
10,5ccb5e96bca87900161275c2,clean,-,all-night,all night
3,57c8221b7612a1000118be3b,babble,-5,almost,Almost
3,5aeaeef326e9c60001fbd22b,babble,-5,almost,almost
3,5c6ddaefdf677d00013fa313,babble,-5,almost,almost
3,5c936c09e2d9fb0001386b03,babble,-5,almost,almost
3,5cdc5bc31f7a97001b6e5c31,babble,-5,almost,almost
1,5c0189dc9d035a00017e7eaa,babble,0,almost,almost
1,5c1d232074ad0b0001531eea,babble,0,almost,almost
1,5c36188ae2809a000106d7de,babble,0,almost,almost
1,5db9940a8b31b7000b84baed,babble,0,almost,almost
1,5dde99ba326bd801296eab89,babble,0,almost,almost
4,56c6fd07b0b7a1000d5cf899,clean,-,almost,almost
4,57732cfcda75d30001487571,clean,-,almost,almost
4,597f57ccfc90e000011c56fe,clean,-,almost,almost
4,5cadcbd3cdf3eb00136336a4,clean,-,almost,almost
4,5e432ceb394cd51c528ba4f0,clean,-,almost,almost
5,55b95e2ffdf99b469f622883,babble,-5,also,also
5,57fa6c8b07d709000141ad46,babble,-5,also,doorstep
5,595e32ebe05ca800013401d0,babble,-5,also,Also
