Stimuli_list,Participant_id,Target_word,Short Utterance,Noise,SNR,Response,Synonym_pair_id
34,5e5843f3677ae4053b1a0169,smile,just have to smile and bear it so to speak,babble,-5,just have to smile and ... ...,37
28,5ebc3b504d0cc505d779b1ef,smile,just have to smile and bear it so to speak,babble,-5,i just have to smile there's to be,37
48,59d38b8daeef3b000102215e,champion,even the sort of like the champion ones are,babble,-5,even the champion...start,38
47,5938102fcd539c000157c468,champion,even the sort of like the champion ones are,babble,-5,even jumping,38
34,5e5843f3677ae4053b1a0169,champion,even the sort of like the champion ones are,babble,-5,even ... jumping ...,38
33,5ca0f49a2f71bd0015f8e45c,champion,even the sort of like the champion ones are,babble,-5,even (...) jump star,38
27,5b663859f7798c000182b8cf,champion,even the sort of like the champion ones are,babble,-5,even...,38
28,5ebc3b504d0cc505d779b1ef,champion,even the sort of like the champion ones are,babble,-5,even like..................,38
10,5d319143c4cdda0019068a44,hotshot,even the sort of like the hotshot ones are,babble,-5,.... hot shot ...,38
24,5e9d8ae6cc1b5806962d735f,hotshot,even the sort of like the hotshot ones are,babble,-5,even that sort of hot shot,38
4,5c327a791a99ff0001559cfc,hotshot,even the sort of like the hotshot ones are,babble,-5,"even sort of, shop",38
3,5ec8f15fce3f413ef07d6cc5,hotshot,even the sort of like the hotshot ones are,babble,-5,vegans sort of like their hot chocolate,38
23,5ecc3824e27c211010ca1cfa,hotshot,even the sort of like the hotshot ones are,babble,-5,do you even like,38
9,5dd2bfcc51db1c2d1c3263b7,hotshot,even the sort of like the hotshot ones are,babble,-5,even ...,38
4,5c327a791a99ff0001559cfc,congenital,even then there would be congenital variables in it,babble,-5,even then there was,39
10,5d319143c4cdda0019068a44,congenital,even then there would be congenital variables in it,babble,-5,even then .... variables ...,39
9,5dd2bfcc51db1c2d1c3263b7,congenital,even then there would be congenital variables in it,babble,-5,even then there were ....,39
24,5e9d8ae6cc1b5806962d735f,congenital,even then there would be congenital variables in it,babble,-5,even then ...,39
3,5ec8f15fce3f413ef07d6cc5,congenital,even then there would be congenital variables in it,babble,-5,even then there were groups of variables,39
23,5ecc3824e27c211010ca1cfa,congenital,even then there would be congenital variables in it,babble,-5,i didn't hear anything,39
27,5b663859f7798c000182b8cf,innate,even then there would be innate variables in it,babble,-5,even then there would be an age barrier between you two,39
34,5e5843f3677ae4053b1a0169,innate,even then there would be innate variables in it,babble,-5,even then there would be a ... bearing it,39
48,59d38b8daeef3b000102215e,innate,even then there would be innate variables in it,babble,-5,even then there would be a...,39
33,5ca0f49a2f71bd0015f8e45c,innate,even then there would be innate variables in it,babble,-5,even then there would be a (...),39
28,5ebc3b504d0cc505d779b1ef,innate,even then there would be innate variables in it,babble,-5,even then there was a neighbour,39
47,5938102fcd539c000157c468,innate,even then there would be innate variables in it,babble,-5,even then,39
3,5ec8f15fce3f413ef07d6cc5,fantastically,worked fantastically because that's the kind of thing that they,babble,-5,works kind of thats the kind of thing that they say,40
23,5ecc3824e27c211010ca1cfa,fantastically,worked fantastically because that's the kind of thing that they,babble,-5,couldn't make out the talking,40
4,5c327a791a99ff0001559cfc,fantastically,worked fantastically because that's the kind of thing that they,babble,-5,the type of thing,40
9,5dd2bfcc51db1c2d1c3263b7,fantastically,worked fantastically because that's the kind of thing that they,babble,-5,work.... if thats your type of thing,40
24,5e9d8ae6cc1b5806962d735f,fantastically,worked fantastically because that's the kind of thing that they,babble,-5,... ... if that's the kind of thing,40
10,5d319143c4cdda0019068a44,fantastically,worked fantastically because that's the kind of thing that they,babble,-5,work ...,40
47,5938102fcd539c000157c468,incredibly,worked incredibly because that's the kind of thing that they,babble,-5,you've worked incredibly as that's the kind,40
48,59d38b8daeef3b000102215e,incredibly,worked incredibly because that's the kind of thing that they,babble,-5,worked incredibly because that's the type of thing....,40
27,5b663859f7798c000182b8cf,incredibly,worked incredibly because that's the kind of thing that they,babble,-5,worked incredibly because that's the kinda thing that...,40
33,5ca0f49a2f71bd0015f8e45c,incredibly,worked incredibly because that's the kind of thing that they,babble,-5,(...) worked incredibly (...),40
34,5e5843f3677ae4053b1a0169,incredibly,worked incredibly because that's the kind of thing that they,babble,-5,worked incredibly because that's the kind of thing ...,40
28,5ebc3b504d0cc505d779b1ef,incredibly,worked incredibly because that's the kind of thing that they,babble,-5,i worked incredibly as that is the kind of thing,40
47,5938102fcd539c000157c468,common,well common price for these are two ninety-nine,babble,-5,the common price is Â£2.99,41
48,59d38b8daeef3b000102215e,common,well common price for these are two ninety-nine,babble,-5,the common price for these is 2.99,41
27,5b663859f7798c000182b8cf,common,well common price for these are two ninety-nine,babble,-5,common price for ? is 2.99,41
33,5ca0f49a2f71bd0015f8e45c,common,well common price for these are two ninety-nine,babble,-5,the common price is (...) Â£2.99,41
34,5e5843f3677ae4053b1a0169,common,well common price for these are two ninety-nine,babble,-5,the common price of these are 2.99,41
28,5ebc3b504d0cc505d779b1ef,common,well common price for these are two ninety-nine,babble,-5,the common price for these is two ninety nine,41
9,5dd2bfcc51db1c2d1c3263b7,usual,well usual price for these are two ninety-nine,babble,-5,well the usual price for these are 2.99,41
24,5e9d8ae6cc1b5806962d735f,usual,well usual price for these are two ninety-nine,babble,-5,the usual ... to handle,41
3,5ec8f15fce3f413ef07d6cc5,usual,well usual price for these are two ninety-nine,babble,-5,the usual price is two-ninety-nine,41
23,5ecc3824e27c211010ca1cfa,usual,well usual price for these are two ninety-nine,babble,-5,usual to have,41
4,5c327a791a99ff0001559cfc,usual,well usual price for these are two ninety-nine,babble,-5,usually tonight,41
10,5d319143c4cdda0019068a44,usual,well usual price for these are two ninety-nine,babble,-5,... to .. to have,41
47,5938102fcd539c000157c468,distressing,that's really distressing do not wanna talk about that,babble,-5,that's really distressing do not want to talk about that,67
48,59d38b8daeef3b000102215e,distressing,that's really distressing do not wanna talk about that,babble,-5,"that's really distressing, do you not want to talk about that?",67
27,5b663859f7798c000182b8cf,distressing,that's really distressing do not wanna talk about that,babble,-5,that's really distressing i do not want to talk about that,67
33,5ca0f49a2f71bd0015f8e45c,distressing,that's really distressing do not wanna talk about that,babble,-5,that's really distressing don't want to talk about that,67
34,5e5843f3677ae4053b1a0169,distressing,that's really distressing do not wanna talk about that,babble,-5,that's really distressing do not want to talk about that,67
28,5ebc3b504d0cc505d779b1ef,distressing,that's really distressing do not wanna talk about that,babble,-5,"that is really distressing, i don't want to talk about that",67
4,5c327a791a99ff0001559cfc,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad i don't want to talk about that.,67
10,5d319143c4cdda0019068a44,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad i don't want to talk about that,67
9,5dd2bfcc51db1c2d1c3263b7,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad do not want to talk about that,67
24,5e9d8ae6cc1b5806962d735f,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad i do not want to talk about that,67
3,5ec8f15fce3f413ef07d6cc5,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad do you not want to talk about that,67
23,5ecc3824e27c211010ca1cfa,sad,that's really sad do not wanna talk about that,babble,-5,"that's really sad, do you want to talk about that?",67
34,5e5843f3677ae4053b1a0169,marvellous,oh that's marvellous cos i really,babble,-5,... marvellous really ...,68
47,5938102fcd539c000157c468,marvellous,oh that's marvellous cos i really,babble,-5,oh that's really,68
48,59d38b8daeef3b000102215e,marvellous,oh that's marvellous cos i really,babble,-5,(i didn't hear it enough to know the words),68
33,5ca0f49a2f71bd0015f8e45c,marvellous,oh that's marvellous cos i really,babble,-5,hey that's my (...) earring,68
28,5ebc3b504d0cc505d779b1ef,marvellous,oh that's marvellous cos i really,babble,-5,i...,68
27,5b663859f7798c000182b8cf,marvellous,oh that's marvellous cos i really,babble,-5,oh that's...,68
24,5e9d8ae6cc1b5806962d735f,wonderful,oh that's wonderful cos i really,babble,-5,that's wonderful but i should really,68
3,5ec8f15fce3f413ef07d6cc5,wonderful,oh that's wonderful cos i really,babble,-5,none,68
9,5dd2bfcc51db1c2d1c3263b7,wonderful,oh that's wonderful cos i really,babble,-5,wow thats one der really,68
4,5c327a791a99ff0001559cfc,wonderful,oh that's wonderful cos i really,babble,-5,really,68
10,5d319143c4cdda0019068a44,wonderful,oh that's wonderful cos i really,babble,-5,maybe thats ... oh really,68
23,5ecc3824e27c211010ca1cfa,wonderful,oh that's wonderful cos i really,babble,-5,Couldn't understand any of this one,68
46,5d710c5affe2ff0017d68164,fantastic,oh that's fantastic cos i really,babble,-5,oh that's fantastic cos i really,69
36,5def71cd68885201653393ab,fantastic,oh that's fantastic cos i really,babble,-5,oh thats fantastic cus i really,69
31,5e10d7628c657d000c1ffda8,fantastic,oh that's fantastic cos i really,babble,-5,that is fantastic really,69
25,5e469f9ef0d398000b1f13f2,fantastic,oh that's fantastic cos i really,babble,-5,that was fantastic because it really,69
30,5f0ebf797b54480920ff90a8,fantastic,oh that's fantastic cos i really,babble,-5,"thats fantastic, honestly really",69
44,5d530ab1d103e90001c68e6a,fantastic,oh that's fantastic cos i really,babble,-5,thing,69
24,5e9d8ae6cc1b5806962d735f,wonderful,oh that's wonderful cos i really,babble,-5,that's wonderful but i should really,69
9,5dd2bfcc51db1c2d1c3263b7,wonderful,oh that's wonderful cos i really,babble,-5,wow thats one der really,69
3,5ec8f15fce3f413ef07d6cc5,wonderful,oh that's wonderful cos i really,babble,-5,none,69
4,5c327a791a99ff0001559cfc,wonderful,oh that's wonderful cos i really,babble,-5,really,69
10,5d319143c4cdda0019068a44,wonderful,oh that's wonderful cos i really,babble,-5,maybe thats ... oh really,69
23,5ecc3824e27c211010ca1cfa,wonderful,oh that's wonderful cos i really,babble,-5,Couldn't understand any of this one,69
46,5d710c5affe2ff0017d68164,terrific,oh that's terrific cos i really,babble,-5,that's terrific cos i really,70
36,5def71cd68885201653393ab,terrific,oh that's terrific cos i really,babble,-5,oh thats terrific cos i really,70
31,5e10d7628c657d000c1ffda8,terrific,oh that's terrific cos i really,babble,-5,yes that's terrific (....),70
25,5e469f9ef0d398000b1f13f2,terrific,oh that's terrific cos i really,babble,-5,mo house terrific because it really,70
44,5d530ab1d103e90001c68e6a,terrific,oh that's terrific cos i really,babble,-5,really,70
30,5f0ebf797b54480920ff90a8,terrific,oh that's terrific cos i really,babble,-5,really,70
24,5e9d8ae6cc1b5806962d735f,wonderful,oh that's wonderful cos i really,babble,-5,that's wonderful but i should really,70
9,5dd2bfcc51db1c2d1c3263b7,wonderful,oh that's wonderful cos i really,babble,-5,wow thats one der really,70
3,5ec8f15fce3f413ef07d6cc5,wonderful,oh that's wonderful cos i really,babble,-5,none,70
4,5c327a791a99ff0001559cfc,wonderful,oh that's wonderful cos i really,babble,-5,really,70
10,5d319143c4cdda0019068a44,wonderful,oh that's wonderful cos i really,babble,-5,maybe thats ... oh really,70
23,5ecc3824e27c211010ca1cfa,wonderful,oh that's wonderful cos i really,babble,-5,Couldn't understand any of this one,70
4,5c327a791a99ff0001559cfc,excellent,i think it is an excellent idea,babble,-5,i think it is an excellent idea.,71
10,5d319143c4cdda0019068a44,excellent,i think it is an excellent idea,babble,-5,i think it is an excellent idea,71
9,5dd2bfcc51db1c2d1c3263b7,excellent,i think it is an excellent idea,babble,-5,i think it is an excellent idea,71
24,5e9d8ae6cc1b5806962d735f,excellent,i think it is an excellent idea,babble,-5,... think that that is an excellent idea,71
3,5ec8f15fce3f413ef07d6cc5,excellent,i think it is an excellent idea,babble,-5,i think it is an excellent idea,71
23,5ecc3824e27c211010ca1cfa,excellent,i think it is an excellent idea,babble,-5,i think it is an excellent idea,71
44,5d530ab1d103e90001c68e6a,splendid,i think it is a splendid idea,babble,-5,i think it is a splendid idea,71
46,5d710c5affe2ff0017d68164,splendid,i think it is a splendid idea,babble,-5,i think it is a splendid idea,71
36,5def71cd68885201653393ab,splendid,i think it is a splendid idea,babble,-5,i think it is a splendid idea,71
25,5e469f9ef0d398000b1f13f2,splendid,i think it is a splendid idea,babble,-5,i think it is a splendid idea,71
30,5f0ebf797b54480920ff90a8,splendid,i think it is a splendid idea,babble,-5,i think it is a splendid idea,71
31,5e10d7628c657d000c1ffda8,splendid,i think it is a splendid idea,babble,-5,i think it is a splended idea,71
4,5c327a791a99ff0001559cfc,almost,it is almost half price that is,babble,-5,that is almost,72
9,5dd2bfcc51db1c2d1c3263b7,almost,it is almost half price that is,babble,-5,... almost half past two ...,72
3,5ec8f15fce3f413ef07d6cc5,almost,it is almost half price that is,babble,-5,it is almost half-past two,72
10,5d319143c4cdda0019068a44,almost,it is almost half price that is,babble,-5,... i am too,72
23,5ecc3824e27c211010ca1cfa,almost,it is almost half price that is,babble,-5,couldn't understand this one,72
24,5e9d8ae6cc1b5806962d735f,almost,it is almost half price that is,babble,-5,... ... ...,72
46,5d710c5affe2ff0017d68164,virtually,it is virtually half price that is,babble,-5,"it is virtually half price, it is",72
36,5def71cd68885201653393ab,virtually,it is virtually half price that is,babble,-5,it is virtually half (...),72
25,5e469f9ef0d398000b1f13f2,virtually,it is virtually half price that is,babble,-5,it is virtually half price at that tier,72
31,5e10d7628c657d000c1ffda8,virtually,it is virtually half price that is,babble,-5,it is actually half the price,72
30,5f0ebf797b54480920ff90a8,virtually,it is virtually half price that is,babble,-5,actually,72
44,5d530ab1d103e90001c68e6a,virtually,it is virtually half price that is,babble,-5,this is half price,72
7,5b493d6e478a770001b70a88,maybe,think maybe you could add that to the garden,babble,-5,i think maybe that,73
20,5c8d4db8c6eef00001bd2510,maybe,think maybe you could add that to the garden,babble,-5,... garden,73
1,5ea0a1faa5e73b08860d3c89,maybe,think maybe you could add that to the garden,babble,-5,you could add that to the garden,73
6,5ec821a7e4cab611190a4dcc,maybe,think maybe you could add that to the garden,babble,-5,garden,73
22,5980e0d4f379630001ecd289,maybe,think maybe you could add that to the garden,babble,-5,grab that dart,73
12,59a074f3ec626e0001d54041,maybe,think maybe you could add that to the garden,babble,-5,...,73
36,5def71cd68885201653393ab,possibly,think possibly you could add that to the garden,babble,-5,(...) that to the gardner,73
25,5e469f9ef0d398000b1f13f2,possibly,think possibly you could add that to the garden,babble,-5,didn't hear that at all (ended with that?),73
31,5e10d7628c657d000c1ffda8,possibly,think possibly you could add that to the garden,babble,-5,(.......) that (....),73
30,5f0ebf797b54480920ff90a8,possibly,think possibly you could add that to the garden,babble,-5,...,73
46,5d710c5affe2ff0017d68164,possibly,think possibly you could add that to the garden,babble,-5,none,73
44,5d530ab1d103e90001c68e6a,possibly,think possibly you could add that to the garden,babble,-5,nothing,73
46,5d710c5affe2ff0017d68164,arena,they are getting a big new arena a huge one,babble,-5,"they're getting a big new arena, huge one.",74
25,5e469f9ef0d398000b1f13f2,arena,they are getting a big new arena a huge one,babble,-5,they're getting big new marina a huge one,74
36,5def71cd68885201653393ab,arena,they are getting a big new arena a huge one,babble,-5,they're getting big (...) huge one,74
44,5d530ab1d103e90001c68e6a,arena,they are getting a big new arena a huge one,babble,-5,big huge,74
31,5e10d7628c657d000c1ffda8,arena,they are getting a big new arena a huge one,babble,-5,(........) huge (....),74
30,5f0ebf797b54480920ff90a8,arena,they are getting a big new arena a huge one,babble,-5,big huge,74
22,5980e0d4f379630001ecd289,stadium,they are getting a big new stadium a huge one,babble,-5,stadium huge crowd,74
7,5b493d6e478a770001b70a88,stadium,they are getting a big new stadium a huge one,babble,-5,there getting a big new stadium and its huge,74
20,5c8d4db8c6eef00001bd2510,stadium,they are getting a big new stadium a huge one,babble,-5,... stadium ... huge crowd,74
1,5ea0a1faa5e73b08860d3c89,stadium,they are getting a big new stadium a huge one,babble,-5,they are getting a big new stadium a huge one,74
6,5ec821a7e4cab611190a4dcc,stadium,they are getting a big new stadium a huge one,babble,-5,stadium huge barn,74
12,59a074f3ec626e0001d54041,stadium,they are getting a big new stadium a huge one,babble,-5,â€¦stadium...,74
7,5b493d6e478a770001b70a88,maybe,think maybe you could add that to the garden,babble,-5,i think maybe that,75
20,5c8d4db8c6eef00001bd2510,maybe,think maybe you could add that to the garden,babble,-5,... garden,75
1,5ea0a1faa5e73b08860d3c89,maybe,think maybe you could add that to the garden,babble,-5,you could add that to the garden,75
6,5ec821a7e4cab611190a4dcc,maybe,think maybe you could add that to the garden,babble,-5,garden,75
22,5980e0d4f379630001ecd289,maybe,think maybe you could add that to the garden,babble,-5,grab that dart,75
12,59a074f3ec626e0001d54041,maybe,think maybe you could add that to the garden,babble,-5,...,75
44,5d530ab1d103e90001c68e6a,perhaps,think perhaps you could add that to the garden,babble,-5,that,75
46,5d710c5affe2ff0017d68164,perhaps,think perhaps you could add that to the garden,babble,-5,we will have to add that to the garden,75
36,5def71cd68885201653393ab,perhaps,think perhaps you could add that to the garden,babble,-5,we'll have to add that to the garden,75
25,5e469f9ef0d398000b1f13f2,perhaps,think perhaps you could add that to the garden,babble,-5,who did not disturb that to do na na,75
30,5f0ebf797b54480920ff90a8,perhaps,think perhaps you could add that to the garden,babble,-5,absolutely doubt that,75
31,5e10d7628c657d000c1ffda8,perhaps,think perhaps you could add that to the garden,babble,-5,(.............),75
22,5980e0d4f379630001ecd289,apartment,trust me i could see my breath in my apartment,babble,-5,i could see my breath in my apartment,76
12,59a074f3ec626e0001d54041,apartment,trust me i could see my breath in my apartment,babble,-5,"trust me, i could see my breath in my apartment",76
7,5b493d6e478a770001b70a88,apartment,trust me i could see my breath in my apartment,babble,-5,firstly i could see my breath in my apartment,76
20,5c8d4db8c6eef00001bd2510,apartment,trust me i could see my breath in my apartment,babble,-5,... see...i could see your breath in my apartment,76
1,5ea0a1faa5e73b08860d3c89,apartment,trust me i could see my breath in my apartment,babble,-5,trust me i could see my breath in my apartment,76
6,5ec821a7e4cab611190a4dcc,apartment,trust me i could see my breath in my apartment,babble,-5,trust me i could see my rev counter,76
44,5d530ab1d103e90001c68e6a,flat,trust me i could see my breath in my flat,babble,-5,trust me i could see my breath in my flat,76
31,5e10d7628c657d000c1ffda8,flat,trust me i could see my breath in my flat,babble,-5,trust me i could see my breath in my flat,76
25,5e469f9ef0d398000b1f13f2,flat,trust me i could see my breath in my flat,babble,-5,do trust me i can see my breath in my flat,76
36,5def71cd68885201653393ab,flat,trust me i could see my breath in my flat,babble,-5,trust me i could see my breath in my (...),76
46,5d710c5affe2ff0017d68164,flat,trust me i could see my breath in my flat,babble,-5,trust me i can see my brother in the cloud,76
30,5f0ebf797b54480920ff90a8,flat,trust me i could see my breath in my flat,babble,-5,trust me ive seen my brother my child,76
22,5980e0d4f379630001ecd289,population,but they suddenly realise that if half the population,babble,-5,they suddenly realised that in half the population,77
20,5c8d4db8c6eef00001bd2510,population,but they suddenly realise that if half the population,babble,-5,they suddenly realised that half the population,77
1,5ea0a1faa5e73b08860d3c89,population,but they suddenly realise that if half the population,babble,-5,but they suddenly realise that in half the population,77
6,5ec821a7e4cab611190a4dcc,population,but they suddenly realise that if half the population,babble,-5,they suddenly realised its in half of the population,77
7,5b493d6e478a770001b70a88,population,but they suddenly realise that if half the population,babble,-5,they suddenly realised that half of the nation,77
12,59a074f3ec626e0001d54041,population,but they suddenly realise that if half the population,babble,-5,they suddenly realised...,77
44,5d530ab1d103e90001c68e6a,universe,but they suddenly realise that if half the universe,babble,-5,but they suddenly realized a universe,77
46,5d710c5affe2ff0017d68164,universe,but they suddenly realise that if half the universe,babble,-5,but the suddenly realised its not the universe,77
36,5def71cd68885201653393ab,universe,but they suddenly realise that if half the universe,babble,-5,but they suddenly realised (...) the universe,77
31,5e10d7628c657d000c1ffda8,universe,but they suddenly realise that if half the universe,babble,-5,but they suddenly realized it was something in the universe,77
25,5e469f9ef0d398000b1f13f2,universe,but they suddenly realise that if half the universe,babble,-5,but they suddenly realise it is part of the universe,77
30,5f0ebf797b54480920ff90a8,universe,but they suddenly realise that if half the universe,babble,-5,somebody realised...,77
22,5980e0d4f379630001ecd289,movie,we watched working girl have you seen that movie ?,babble,-5,have you seen the movie,78
1,5ea0a1faa5e73b08860d3c89,movie,we watched working girl have you seen that movie ?,babble,-5,we watched working girls have you seen that movie,78
20,5c8d4db8c6eef00001bd2510,movie,we watched working girl have you seen that movie ?,babble,-5,what ... have you seen that,78
6,5ec821a7e4cab611190a4dcc,movie,we watched working girl have you seen that movie ?,babble,-5,we watched blue peter have you seen them,78
12,59a074f3ec626e0001d54041,movie,we watched working girl have you seen that movie ?,babble,-5,â€¦have you seen...,78
7,5b493d6e478a770001b70a88,movie,we watched working girl have you seen that movie ?,babble,-5,he watched that hae you seen that yet,78
44,5d530ab1d103e90001c68e6a,picture,we watched working girl have you seen that picture ?,babble,-5,have you seen that picture,78
46,5d710c5affe2ff0017d68164,picture,we watched working girl have you seen that picture ?,babble,-5,have you seen that picture?,78
36,5def71cd68885201653393ab,picture,we watched working girl have you seen that picture ?,babble,-5,do you watch working girl have you seen that picture,78
31,5e10d7628c657d000c1ffda8,picture,we watched working girl have you seen that picture ?,babble,-5,did you watch working girl? have you seen that picture?,78
25,5e469f9ef0d398000b1f13f2,picture,we watched working girl have you seen that picture ?,babble,-5,do you watch that have you seen that picture,78
30,5f0ebf797b54480920ff90a8,picture,we watched working girl have you seen that picture ?,babble,-5,have you seen that picture,78
4,5c327a791a99ff0001559cfc,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad i don't want to talk about that.,79
10,5d319143c4cdda0019068a44,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad i don't want to talk about that,79
9,5dd2bfcc51db1c2d1c3263b7,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad do not want to talk about that,79
24,5e9d8ae6cc1b5806962d735f,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad i do not want to talk about that,79
3,5ec8f15fce3f413ef07d6cc5,sad,that's really sad do not wanna talk about that,babble,-5,that's really sad do you not want to talk about that,79
23,5ecc3824e27c211010ca1cfa,sad,that's really sad do not wanna talk about that,babble,-5,"that's really sad, do you want to talk about that?",79
44,5d530ab1d103e90001c68e6a,sorry,that's really sorry do not wanna talk about that,babble,-5,thats rude im sorry,79
46,5d710c5affe2ff0017d68164,sorry,that's really sorry do not wanna talk about that,babble,-5,that's really sorry do not want to talk about that.,79
36,5def71cd68885201653393ab,sorry,that's really sorry do not wanna talk about that,babble,-5,thats really sorry do not want to talk about that,79
31,5e10d7628c657d000c1ffda8,sorry,that's really sorry do not wanna talk about that,babble,-5,that's really sorry. i do not want to talk about that,79
25,5e469f9ef0d398000b1f13f2,sorry,that's really sorry do not wanna talk about that,babble,-5,that's really sorry do not want to talk about that,79
30,5f0ebf797b54480920ff90a8,sorry,that's really sorry do not wanna talk about that,babble,-5,im really sorry do you not want to tweet about that,79
46,5d710c5affe2ff0017d68164,instructor,yeah mum's at training for to be an instructor,babble,-5,"yeah, mum's training to be an instructor",80
36,5def71cd68885201653393ab,instructor,yeah mum's at training for to be an instructor,babble,-5,yeah mums at training to be an instructor,80
25,5e469f9ef0d398000b1f13f2,instructor,yeah mum's at training for to be an instructor,babble,-5,yeah mums a training to be an instructor,80
44,5d530ab1d103e90001c68e6a,instructor,yeah mum's at training for to be an instructor,babble,-5,yeah mums training to be an instuctor,80
30,5f0ebf797b54480920ff90a8,instructor,yeah mum's at training for to be an instructor,babble,-5,yeah mums training to be a nurse practor,80
31,5e10d7628c657d000c1ffda8,instructor,yeah mum's at training for to be an instructor,babble,-5,yea i was training to be a (...),80
22,5980e0d4f379630001ecd289,teacher,yeah mum's at training for to be a teacher,babble,-5,yer mums at training teacher,80
12,59a074f3ec626e0001d54041,teacher,yeah mum's at training for to be a teacher,babble,-5,â€¦training to be a teacher,80
7,5b493d6e478a770001b70a88,teacher,yeah mum's at training for to be a teacher,babble,-5,yea mums at training to be a teacher,80
20,5c8d4db8c6eef00001bd2510,teacher,yeah mum's at training for to be a teacher,babble,-5,yeah mum's at training to be a teacher,80
1,5ea0a1faa5e73b08860d3c89,teacher,yeah mum's at training for to be a teacher,babble,-5,yeah mum is at training to be a pe teacher,80
6,5ec821a7e4cab611190a4dcc,teacher,yeah mum's at training for to be a teacher,babble,-5,yeah mums at training to be a teacher,80
22,5980e0d4f379630001ecd289,basement,landlord told us to put an extra pack in the basement,babble,-5,landlord told us to put an extra pack in the basement,81
7,5b493d6e478a770001b70a88,basement,landlord told us to put an extra pack in the basement,babble,-5,landlord told us to put an extra pack in the basement,81
20,5c8d4db8c6eef00001bd2510,basement,landlord told us to put an extra pack in the basement,babble,-5,... told us to put extra ... in the basement,81
1,5ea0a1faa5e73b08860d3c89,basement,landlord told us to put an extra pack in the basement,babble,-5,the landlord told us to put an extra cat in the basement,81
6,5ec821a7e4cab611190a4dcc,basement,landlord told us to put an extra pack in the basement,babble,-5,the landlord told us to put extra packing in the basement,81
12,59a074f3ec626e0001d54041,basement,landlord told us to put an extra pack in the basement,babble,-5,â€¦ told us...,81
44,5d530ab1d103e90001c68e6a,cellar,landlord told us to put an extra pack in the cellar,babble,-5,landlord told us there is cellar,81
46,5d710c5affe2ff0017d68164,cellar,landlord told us to put an extra pack in the cellar,babble,-5,the landlord told us to put an extra pack in the cellar,81
36,5def71cd68885201653393ab,cellar,landlord told us to put an extra pack in the cellar,babble,-5,landlord told us to put an extra pack in the cellar,81
31,5e10d7628c657d000c1ffda8,cellar,landlord told us to put an extra pack in the cellar,babble,-5,(...) told us to put an extra pack in the cellar,81
25,5e469f9ef0d398000b1f13f2,cellar,landlord told us to put an extra pack in the cellar,babble,-5,lanldord told us to put an extra pack in the cellar,81
30,5f0ebf797b54480920ff90a8,cellar,landlord told us to put an extra pack in the cellar,babble,-5,landlord told us to cellar,81
22,5980e0d4f379630001ecd289,incredible,it is incredible yeah it is really incredible,babble,-5,it is incredible it is yer really incredible,82
12,59a074f3ec626e0001d54041,incredible,it is incredible yeah it is really incredible,babble,-5,it is incredible...,82
20,5c8d4db8c6eef00001bd2510,incredible,it is incredible yeah it is really incredible,babble,-5,"it is incredible isn't it, yeah really incredible",82
1,5ea0a1faa5e73b08860d3c89,incredible,it is incredible yeah it is really incredible,babble,-5,this is incredible yeah it is really incredible,82
6,5ec821a7e4cab611190a4dcc,incredible,it is incredible yeah it is really incredible,babble,-5,it is incredible yeah we did really incredible,82
7,5b493d6e478a770001b70a88,incredible,it is incredible yeah it is really incredible,babble,-5,it is incrediable it really is incrediable,82
44,5d530ab1d103e90001c68e6a,unbelievable,it is unbelievable yeah it is really unbelievable,babble,-5,it is unbelievable it really is,82
46,5d710c5affe2ff0017d68164,unbelievable,it is unbelievable yeah it is really unbelievable,babble,-5,"it is unbelievable it is really, yeah",82
36,5def71cd68885201653393ab,unbelievable,it is unbelievable yeah it is really unbelievable,babble,-5,it is unbelievable yeah it is really unbelievable,82
31,5e10d7628c657d000c1ffda8,unbelievable,it is unbelievable yeah it is really unbelievable,babble,-5,it is unbelievable really it is unbelievable,82
25,5e469f9ef0d398000b1f13f2,unbelievable,it is unbelievable yeah it is really unbelievable,babble,-5,it is unbelievable the air it is really unbelievable,82
30,5f0ebf797b54480920ff90a8,unbelievable,it is unbelievable yeah it is really unbelievable,babble,-5,yeah it is really,82
46,5d710c5affe2ff0017d68164,lately,cos they have lately announced a price increase,babble,-5,because they have announced a price increase,83
36,5def71cd68885201653393ab,lately,cos they have lately announced a price increase,babble,-5,cos they have (...) the price increase,83
31,5e10d7628c657d000c1ffda8,lately,cos they have lately announced a price increase,babble,-5,because they have to now due to price increase,83
25,5e469f9ef0d398000b1f13f2,lately,cos they have lately announced a price increase,babble,-5,i wasn't happy with the price increase,83
44,5d530ab1d103e90001c68e6a,lately,cos they have lately announced a price increase,babble,-5,announced a price increase,83
30,5f0ebf797b54480920ff90a8,lately,cos they have lately announced a price increase,babble,-5,?,83
12,59a074f3ec626e0001d54041,recently,cos they have recently announced a price increase,babble,-5,â€¦they have recently announced...,83
