Stimuli_list,Participant_id,Target_word,Short Utterance,Noise,SNR,Response,Synonym_pair_id
5,5a5f7c21ac56240001543340,correctly,you did not even say it correctly that time,babble,5,you did not even say it correctly that time!,1
4,5c327a791a99ff0001559cfc,correctly,you did not even say it correctly that time,babble,5,he did not even say it correctly that time.,1
2,5cfe65a259b16b0017c7bc58,correctly,you did not even say it correctly that time,babble,5,you did not even say it correctly that time,1
1,5ea0a1faa5e73b08860d3c89,correctly,you did not even say it correctly that time,babble,5,he did not even say it correctly that time,1
6,5ec821a7e4cab611190a4dcc,correctly,you did not even say it correctly that time,babble,5,you did not even say it correctly that time,1
3,5ec8f15fce3f413ef07d6cc5,correctly,you did not even say it correctly that time,babble,5,you did not even say it correctly that time,1
27,5b663859f7798c000182b8cf,right,you did not even say it right that time,babble,5,he did not even say it right that time,1
29,5e2caf81f0143c2d7b8bbb7e,right,you did not even say it right that time,babble,5,you did not even say it right that time,1
25,5e469f9ef0d398000b1f13f2,right,you did not even say it right that time,babble,5,you did not even say it right that time,1
28,5ebc3b504d0cc505d779b1ef,right,you did not even say it right that time,babble,5,you did not even say it right that time,1
30,5f0ebf797b54480920ff90a8,right,you did not even say it right that time,babble,5,he did not even say it right that time,1
26,5af4c62c86fd9c00016645e8,right,you did not even say it right that time,babble,5,you did not even say it right that time,1
5,5a5f7c21ac56240001543340,ordinarily,but other things there that i would not so ordinarily,babble,5,.... i would not ordinarily.,2
2,5cfe65a259b16b0017c7bc58,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there but that i would not ordinarily,2
1,5ea0a1faa5e73b08860d3c89,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there that i would not so ordinarily,2
6,5ec821a7e4cab611190a4dcc,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there that i would not ordinarily,2
3,5ec8f15fce3f413ef07d6cc5,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there that i would not so ordinarily,2
4,5c327a791a99ff0001559cfc,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there i would not --,2
26,5af4c62c86fd9c00016645e8,usually,but other things there that i would not so usually,babble,5,other things there that i would not see usually,2
29,5e2caf81f0143c2d7b8bbb7e,usually,but other things there that i would not so usually,babble,5,but there are other things there that i would not so usually,2
25,5e469f9ef0d398000b1f13f2,usually,but other things there that i would not so usually,babble,5,but other things that are not so usually,2
28,5ebc3b504d0cc505d779b1ef,usually,but other things there that i would not so usually,babble,5,there was other things that i would not so usually,2
30,5f0ebf797b54480920ff90a8,usually,but other things there that i would not so usually,babble,5,there are other things there that i would not say usually,2
27,5b663859f7798c000182b8cf,usually,but other things there that i would not so usually,babble,5,there are other things that i would not...,2
26,5af4c62c86fd9c00016645e8,child,she says to anybody she's quite a fiery child,babble,5,"she says to anybody, she's quite a fiery child",3
27,5b663859f7798c000182b8cf,child,she says to anybody she's quite a fiery child,babble,5,she says to anybody she's quite a fiery child,3
29,5e2caf81f0143c2d7b8bbb7e,child,she says to anybody she's quite a fiery child,babble,5,she says to anybody she's quite a fiery child,3
25,5e469f9ef0d398000b1f13f2,child,she says to anybody she's quite a fiery child,babble,5,she says to anybody she is quite a fiery child,3
28,5ebc3b504d0cc505d779b1ef,child,she says to anybody she's quite a fiery child,babble,5,she says to anyone she is quite a fiery child,3
30,5f0ebf797b54480920ff90a8,child,she says to anybody she's quite a fiery child,babble,5,she says to anybody shes quite a fiery child,3
5,5a5f7c21ac56240001543340,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster!,3
4,5c327a791a99ff0001559cfc,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster.,3
2,5cfe65a259b16b0017c7bc58,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster,3
1,5ea0a1faa5e73b08860d3c89,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she is quite a fiery youngster,3
6,5ec821a7e4cab611190a4dcc,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody shes quite a fiery youngster,3
3,5ec8f15fce3f413ef07d6cc5,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster,3
26,5af4c62c86fd9c00016645e8,mind,i'm not much of a deep mind,babble,5,i'm not much of a deep mind,4
27,5b663859f7798c000182b8cf,mind,i'm not much of a deep mind,babble,5,i'm not much of a deep mind,4
29,5e2caf81f0143c2d7b8bbb7e,mind,i'm not much of a deep mind,babble,5,i'm not much of a deep mind,4
25,5e469f9ef0d398000b1f13f2,mind,i'm not much of a deep mind,babble,5,i'm not much of a deep mind,4
28,5ebc3b504d0cc505d779b1ef,mind,i'm not much of a deep mind,babble,5,i'm not much of a deep mind,4
30,5f0ebf797b54480920ff90a8,mind,i'm not much of a deep mind,babble,5,im not much of a deep mind,4
5,5a5f7c21ac56240001543340,thinker,i'm not much of a deep thinker,babble,5,i'm not much of a deep thinker.,4
4,5c327a791a99ff0001559cfc,thinker,i'm not much of a deep thinker,babble,5,i'm not much of a deep thinker.,4
2,5cfe65a259b16b0017c7bc58,thinker,i'm not much of a deep thinker,babble,5,i'm not much of a deep thinker,4
1,5ea0a1faa5e73b08860d3c89,thinker,i'm not much of a deep thinker,babble,5,iâ€™m not much of a deep thinker,4
6,5ec821a7e4cab611190a4dcc,thinker,i'm not much of a deep thinker,babble,5,im not much of a deep thinker,4
3,5ec8f15fce3f413ef07d6cc5,thinker,i'm not much of a deep thinker,babble,5,i'm not much of a deep thinker,4
5,5a5f7c21ac56240001543340,sentiment,but probably not the actual sentiment behind it,babble,5,but probably not the actual sentiment behind it.,5
4,5c327a791a99ff0001559cfc,sentiment,but probably not the actual sentiment behind it,babble,5,but probably not the actually sentiment behind it.,5
2,5cfe65a259b16b0017c7bc58,sentiment,but probably not the actual sentiment behind it,babble,5,but probably not the actual sentiment behind it,5
1,5ea0a1faa5e73b08860d3c89,sentiment,but probably not the actual sentiment behind it,babble,5,but probably not the actual sentiment behind it,5
6,5ec821a7e4cab611190a4dcc,sentiment,but probably not the actual sentiment behind it,babble,5,but probably not the actual sentiment behind it,5
3,5ec8f15fce3f413ef07d6cc5,sentiment,but probably not the actual sentiment behind it,babble,5,but probably not the actual sentiment behind it,5
26,5af4c62c86fd9c00016645e8,view,but probably not the actual view behind it,babble,5,but probably not the actual view behind it,5
27,5b663859f7798c000182b8cf,view,but probably not the actual view behind it,babble,5,but probably not the actual view behind it,5
29,5e2caf81f0143c2d7b8bbb7e,view,but probably not the actual view behind it,babble,5,but probably not the actual view behind it,5
25,5e469f9ef0d398000b1f13f2,view,but probably not the actual view behind it,babble,5,but probably not much of the actual view behind it,5
28,5ebc3b504d0cc505d779b1ef,view,but probably not the actual view behind it,babble,5,but probably not the actual view behind it,5
30,5f0ebf797b54480920ff90a8,view,but probably not the actual view behind it,babble,5,probably not the actual view behind it,5
5,5a5f7c21ac56240001543340,alternatively,and then dad said alternatively you could,babble,5,and then dad said alternatively he could.,6
4,5c327a791a99ff0001559cfc,alternatively,and then dad said alternatively you could,babble,5,and then dad said alternatively you could.,6
1,5ea0a1faa5e73b08860d3c89,alternatively,and then dad said alternatively you could,babble,5,and then dad said alternatively you could,6
6,5ec821a7e4cab611190a4dcc,alternatively,and then dad said alternatively you could,babble,5,and then dad said alternatively you could,6
3,5ec8f15fce3f413ef07d6cc5,alternatively,and then dad said alternatively you could,babble,5,and then dad said alternatively you could,6
2,5cfe65a259b16b0017c7bc58,alternatively,and then dad said alternatively you could,babble,5,mum or dad said alternately you could,6
26,5af4c62c86fd9c00016645e8,instead,and then dad said instead you could,babble,5,and then dad said instead he could,6
27,5b663859f7798c000182b8cf,instead,and then dad said instead you could,babble,5,and then dad said instead you could,6
29,5e2caf81f0143c2d7b8bbb7e,instead,and then dad said instead you could,babble,5,and then dad said instead you could,6
25,5e469f9ef0d398000b1f13f2,instead,and then dad said instead you could,babble,5,instead dad said instead you could,6
28,5ebc3b504d0cc505d779b1ef,instead,and then dad said instead you could,babble,5,and then dad said instead you could,6
30,5f0ebf797b54480920ff90a8,instead,and then dad said instead you could,babble,5,and then dad said instead....,6
26,5af4c62c86fd9c00016645e8,alone,oh yeah but i think they will probably be alone,babble,5,so yeah but i think they would probably be alone,7
27,5b663859f7798c000182b8cf,alone,oh yeah but i think they will probably be alone,babble,5,oh yeah but i think they will probably be alone,7
29,5e2caf81f0143c2d7b8bbb7e,alone,oh yeah but i think they will probably be alone,babble,5,oh yeah but i think that they would probably be alone,7
25,5e469f9ef0d398000b1f13f2,alone,oh yeah but i think they will probably be alone,babble,5,oh yeah but i think they will probably be alone,7
28,5ebc3b504d0cc505d779b1ef,alone,oh yeah but i think they will probably be alone,babble,5,oh yeah but i think they will probably be alone,7
30,5f0ebf797b54480920ff90a8,alone,oh yeah but i think they will probably be alone,babble,5,oh yeah but i think they will probably be alone,7
5,5a5f7c21ac56240001543340,unaccompanied,oh yeah but i think they will probably be unaccompanied,babble,5,.... i think that they will be probably be unaccompanied.,7
4,5c327a791a99ff0001559cfc,unaccompanied,oh yeah but i think they will probably be unaccompanied,babble,5,oh yeah but i think they will probably be unaccompanied.,7
2,5cfe65a259b16b0017c7bc58,unaccompanied,oh yeah but i think they will probably be unaccompanied,babble,5,oh yeah but i think they will propbably be unaccompanied,7
1,5ea0a1faa5e73b08860d3c89,unaccompanied,oh yeah but i think they will probably be unaccompanied,babble,5,oh yeah but i think they will be unaccompanied,7
6,5ec821a7e4cab611190a4dcc,unaccompanied,oh yeah but i think they will probably be unaccompanied,babble,5,oh yeah i think they will probably be unaccompanied,7
3,5ec8f15fce3f413ef07d6cc5,unaccompanied,oh yeah but i think they will probably be unaccompanied,babble,5,oh yeah but i think that they will probably be unaccompanied,7
26,5af4c62c86fd9c00016645e8,normally,but other things there that i would not so normally,babble,5,but other things there that i would not say normally,8
27,5b663859f7798c000182b8cf,normally,but other things there that i would not so normally,babble,5,but there are other things...not said normally,8
29,5e2caf81f0143c2d7b8bbb7e,normally,but other things there that i would not so normally,babble,5,but other things there that were not so normally,8
25,5e469f9ef0d398000b1f13f2,normally,but other things there that i would not so normally,babble,5,but other things i would not say normally,8
28,5ebc3b504d0cc505d779b1ef,normally,but other things there that i would not so normally,babble,5,there are other things there that i would not say normally,8
30,5f0ebf797b54480920ff90a8,normally,but other things there that i would not so normally,babble,5,theres other things there that i would not serve normally,8
5,5a5f7c21ac56240001543340,ordinarily,but other things there that i would not so ordinarily,babble,5,.... i would not ordinarily.,8
2,5cfe65a259b16b0017c7bc58,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there but that i would not ordinarily,8
1,5ea0a1faa5e73b08860d3c89,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there that i would not so ordinarily,8
6,5ec821a7e4cab611190a4dcc,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there that i would not ordinarily,8
3,5ec8f15fce3f413ef07d6cc5,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there that i would not so ordinarily,8
4,5c327a791a99ff0001559cfc,ordinarily,but other things there that i would not so ordinarily,babble,5,but other things there i would not --,8
26,5af4c62c86fd9c00016645e8,kid,she says to anybody she's quite a fiery kid,babble,5,"she says to anybody, she's quite a fiery kid",9
27,5b663859f7798c000182b8cf,kid,she says to anybody she's quite a fiery kid,babble,5,she says to anybody she's quite a fiery kid,9
29,5e2caf81f0143c2d7b8bbb7e,kid,she says to anybody she's quite a fiery kid,babble,5,she says to anybody she's quite a fiery kid,9
25,5e469f9ef0d398000b1f13f2,kid,she says to anybody she's quite a fiery kid,babble,5,she says to anybody she is quite a fiery kid,9
28,5ebc3b504d0cc505d779b1ef,kid,she says to anybody she's quite a fiery kid,babble,5,she says to anyone she is quite a fiery kid,9
30,5f0ebf797b54480920ff90a8,kid,she says to anybody she's quite a fiery kid,babble,5,she says to anybody shes quite a fiery kid,9
5,5a5f7c21ac56240001543340,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster!,9
4,5c327a791a99ff0001559cfc,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster.,9
2,5cfe65a259b16b0017c7bc58,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster,9
1,5ea0a1faa5e73b08860d3c89,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she is quite a fiery youngster,9
6,5ec821a7e4cab611190a4dcc,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody shes quite a fiery youngster,9
3,5ec8f15fce3f413ef07d6cc5,youngster,she says to anybody she's quite a fiery youngster,babble,5,she says to anybody she's quite a fiery youngster,9
26,5af4c62c86fd9c00016645e8,apparently,apparently very good indian restaurants but this was brilliant,babble,5,apparently very good indian restaurants but this was brilliant,10
27,5b663859f7798c000182b8cf,apparently,apparently very good indian restaurants but this was brilliant,babble,5,apparently very good indian restaurants but this was brilliant,10
29,5e2caf81f0143c2d7b8bbb7e,apparently,apparently very good indian restaurants but this was brilliant,babble,5,apparently very good indian restaurants but this was brilliant,10
25,5e469f9ef0d398000b1f13f2,apparently,apparently very good indian restaurants but this was brilliant,babble,5,apparently very good indian restaurants but this was brilliant,10
28,5ebc3b504d0cc505d779b1ef,apparently,apparently very good indian restaurants but this was brilliant,babble,5,apparently very good indian restaurants but this was brilliant,10
30,5f0ebf797b54480920ff90a8,apparently,apparently very good indian restaurants but this was brilliant,babble,5,apparently very good indian restaurant but this was brilliant,10
5,5a5f7c21ac56240001543340,ostensibly,ostensibly very good indian restaurants but this was brilliant,babble,5,"ostensibly very good indian restaurants, but this was brilliant!",10
2,5cfe65a259b16b0017c7bc58,ostensibly,ostensibly very good indian restaurants but this was brilliant,babble,5,ostensibly very good indian restaurants but this was brilliant,10
6,5ec821a7e4cab611190a4dcc,ostensibly,ostensibly very good indian restaurants but this was brilliant,babble,5,most sensibly very good indian restaurant but this was brilliant,10
3,5ec8f15fce3f413ef07d6cc5,ostensibly,ostensibly very good indian restaurants but this was brilliant,babble,5,our sense of indian restaurants but this was brilliant,10
1,5ea0a1faa5e73b08860d3c89,ostensibly,ostensibly very good indian restaurants but this was brilliant,babble,5,they tend to be very good indian restaurant but this was brilliant,10
4,5c327a791a99ff0001559cfc,ostensibly,ostensibly very good indian restaurants but this was brilliant,babble,5,good indian restaurants but this was brilliant.,10
5,5a5f7c21ac56240001543340,headmaster,the headmaster as he was going to his office,babble,5,the headmaster as he was going to his office.,11
4,5c327a791a99ff0001559cfc,headmaster,the headmaster as he was going to his office,babble,5,the headmaster as he was going to his office.,11
2,5cfe65a259b16b0017c7bc58,headmaster,the headmaster as he was going to his office,babble,5,the headmaster as he was going to his office,11
1,5ea0a1faa5e73b08860d3c89,headmaster,the headmaster as he was going to his office,babble,5,the headmaster as he was going to his office,11
6,5ec821a7e4cab611190a4dcc,headmaster,the headmaster as he was going to his office,babble,5,the headmaster as he was going to his office,11
3,5ec8f15fce3f413ef07d6cc5,headmaster,the headmaster as he was going to his office,babble,5,the headmaster as he was going to his office,11
26,5af4c62c86fd9c00016645e8,master,the master as he was going to his office,babble,5,the master as he was going to his office,11
27,5b663859f7798c000182b8cf,master,the master as he was going to his office,babble,5,the master as he was going to his office,11
29,5e2caf81f0143c2d7b8bbb7e,master,the master as he was going to his office,babble,5,the master as he was going to his office,11
25,5e469f9ef0d398000b1f13f2,master,the master as he was going to his office,babble,5,the master as he was going to his office,11
28,5ebc3b504d0cc505d779b1ef,master,the master as he was going to his office,babble,5,the master as he was going to his office,11
30,5f0ebf797b54480920ff90a8,master,the master as he was going to his office,babble,5,the master as he was going to his office,11
26,5af4c62c86fd9c00016645e8,basically,he could basically just come nobody would care would they ?,babble,5,"he basically could come, and nobody would care would they?",12
27,5b663859f7798c000182b8cf,basically,he could basically just come nobody would care would they ?,babble,5,he can basically just come nobody would care would they?,12
29,5e2caf81f0143c2d7b8bbb7e,basically,he could basically just come nobody would care would they ?,babble,5,"he could basically just come, nobody would care would they",12
25,5e469f9ef0d398000b1f13f2,basically,he could basically just come nobody would care would they ?,babble,5,he could basically come would care would they,12
28,5ebc3b504d0cc505d779b1ef,basically,he could basically just come nobody would care would they ?,babble,5,"he could just come basically, no one would care, would they?",12
30,5f0ebf797b54480920ff90a8,basically,he could basically just come nobody would care would they ?,babble,5,"he could basically just come, no-one would care would they",12
5,5a5f7c21ac56240001543340,essentially,he could essentially just come nobody would care would they ?,babble,5,"he could essentially just come, nobody would care would they?",12
4,5c327a791a99ff0001559cfc,essentially,he could essentially just come nobody would care would they ?,babble,5,"he could essentially come, no one would care would they?",12
2,5cfe65a259b16b0017c7bc58,essentially,he could essentially just come nobody would care would they ?,babble,5,but if you could essentially just come nobody would care would they,12
1,5ea0a1faa5e73b08860d3c89,essentially,he could essentially just come nobody would care would they ?,babble,5,he could essentially just come nobody would care would they,12
6,5ec821a7e4cab611190a4dcc,essentially,he could essentially just come nobody would care would they ?,babble,5,you could essentially just come nobody would care would they?,12
3,5ec8f15fce3f413ef07d6cc5,essentially,he could essentially just come nobody would care would they ?,babble,5,he could essentially just come nobody would care would they,12
26,5af4c62c86fd9c00016645e8,home,like man of the home you know,babble,5,man of the home you know,13
27,5b663859f7798c000182b8cf,home,like man of the home you know,babble,5,like man of the home you know,13
29,5e2caf81f0143c2d7b8bbb7e,home,like man of the home you know,babble,5,like man of the home  you know,13
25,5e469f9ef0d398000b1f13f2,home,like man of the home you know,babble,5,like man of the home you know,13
28,5ebc3b504d0cc505d779b1ef,home,like man of the home you know,babble,5,like the man the home you know,13
30,5f0ebf797b54480920ff90a8,home,like man of the home you know,babble,5,like man a home you know,13
5,5a5f7c21ac56240001543340,household,like man of the household you know,babble,5,"like man of the household, you know?",13
4,5c327a791a99ff0001559cfc,household,like man of the household you know,babble,5,#NAME?,13
2,5cfe65a259b16b0017c7bc58,household,like man of the household you know,babble,5,like man of the household you know,13
1,5ea0a1faa5e73b08860d3c89,household,like man of the household you know,babble,5,like man of the household you know,13
6,5ec821a7e4cab611190a4dcc,household,like man of the household you know,babble,5,like man of the household you know,13
3,5ec8f15fce3f413ef07d6cc5,household,like man of the household you know,babble,5,like man of the household you know,13
4,5c327a791a99ff0001559cfc,additional,you would have additional expense for compatibility,babble,5,you would have additional expense for compatibility,14
2,5cfe65a259b16b0017c7bc58,additional,you would have additional expense for compatibility,babble,5,you would have additional expense for compatibility,14
1,5ea0a1faa5e73b08860d3c89,additional,you would have additional expense for compatibility,babble,5,you would have additional expense for compatibility,14
6,5ec821a7e4cab611190a4dcc,additional,you would have additional expense for compatibility,babble,5,you would have additional expense for compatibility,14
3,5ec8f15fce3f413ef07d6cc5,additional,you would have additional expense for compatibility,babble,5,you would have additional expense for compatibility,14
5,5a5f7c21ac56240001543340,additional,you would have additional expense for compatibility,babble,5,you would have a different expense(?) for compatibility.,14
26,5af4c62c86fd9c00016645e8,extra,you would have extra expense for compatibility,babble,5,you would have extra expense for compatibility,14
27,5b663859f7798c000182b8cf,extra,you would have extra expense for compatibility,babble,5,you would have extra expense for compatibility,14
29,5e2caf81f0143c2d7b8bbb7e,extra,you would have extra expense for compatibility,babble,5,you would have extra expense for compatibility,14
25,5e469f9ef0d398000b1f13f2,extra,you would have extra expense for compatibility,babble,5,you would have extra expense for compatibility,14
28,5ebc3b504d0cc505d779b1ef,extra,you would have extra expense for compatibility,babble,5,you would have extra expense for compatibility,14
30,5f0ebf797b54480920ff90a8,extra,you would have extra expense for compatibility,babble,5,you would have extra expense for compatibility,14
26,5af4c62c86fd9c00016645e8,brother,what was the name of sonic the hedgehog's brother ?,babble,5,what was the name of sonic the hedgehogs brother?,15
27,5b663859f7798c000182b8cf,brother,what was the name of sonic the hedgehog's brother ?,babble,5,what was the name of sonic the hedgehog's brother,15
29,5e2caf81f0143c2d7b8bbb7e,brother,what was the name of sonic the hedgehog's brother ?,babble,5,what was the name of sonic the hedgehog's brother,15
25,5e469f9ef0d398000b1f13f2,brother,what was the name of sonic the hedgehog's brother ?,babble,5,what was the name of sonic the hedgehogs brother,15
28,5ebc3b504d0cc505d779b1ef,brother,what was the name of sonic the hedgehog's brother ?,babble,5,what was the name of sonic the hedgehog's brother?,15
30,5f0ebf797b54480920ff90a8,brother,what was the name of sonic the hedgehog's brother ?,babble,5,what was the name of sonic the hedgehogs brother?,15
5,5a5f7c21ac56240001543340,sidekick,what was the name of sonic the hedgehog's sidekick ?,babble,5,what was the name of sonic the hedgehog's sidekick?,15
4,5c327a791a99ff0001559cfc,sidekick,what was the name of sonic the hedgehog's sidekick ?,babble,5,what was the name of sonic the hedgehogs sidekick?,15
2,5cfe65a259b16b0017c7bc58,sidekick,what was the name of sonic the hedgehog's sidekick ?,babble,5,what was the name of sonic the hedgehogs sidekick,15
1,5ea0a1faa5e73b08860d3c89,sidekick,what was the name of sonic the hedgehog's sidekick ?,babble,5,what was the name of sonic the hedgehog sidekick,15
6,5ec821a7e4cab611190a4dcc,sidekick,what was the name of sonic the hedgehog's sidekick ?,babble,5,what was the name of sonic the hedgehogs sidekick,15
3,5ec8f15fce3f413ef07d6cc5,sidekick,what was the name of sonic the hedgehog's sidekick ?,babble,5,what was the name of sonic the hedgehog's sidekick,15
5,5a5f7c21ac56240001543340,quiz,it is like that quiz question no,babble,5,it is like the quiz question no.,16
4,5c327a791a99ff0001559cfc,quiz,it is like that quiz question no,babble,5,it is like the quiz question no,16
2,5cfe65a259b16b0017c7bc58,quiz,it is like that quiz question no,babble,5,it is like the quiz question no,16
1,5ea0a1faa5e73b08860d3c89,quiz,it is like that quiz question no,babble,5,it is like the quiz question no,16
6,5ec821a7e4cab611190a4dcc,quiz,it is like that quiz question no,babble,5,it is like the quiz quesion known,16
3,5ec8f15fce3f413ef07d6cc5,quiz,it is like that quiz question no,babble,5,it is like the quiz question no,16
26,5af4c62c86fd9c00016645e8,test,it is like that test question no,babble,5,it is like that test question no,16
27,5b663859f7798c000182b8cf,test,it is like that test question no,babble,5,it is like that test question no,16
29,5e2caf81f0143c2d7b8bbb7e,test,it is like that test question no,babble,5,it is like that test question you know,16
25,5e469f9ef0d398000b1f13f2,test,it is like that test question no,babble,5,it is like that test question you know,16
28,5ebc3b504d0cc505d779b1ef,test,it is like that test question no,babble,5,"it is like that test question, no",16
30,5f0ebf797b54480920ff90a8,test,it is like that test question no,babble,5,it is like that test question no,16
5,5a5f7c21ac56240001543340,sentiment,it is just that it is a nice sentiment i agree,babble,5,"it is just that it is a nice sentiment, i agree.",17
4,5c327a791a99ff0001559cfc,sentiment,it is just that it is a nice sentiment i agree,babble,5,it is just that it's a nice sentiment and i agree.,17
2,5cfe65a259b16b0017c7bc58,sentiment,it is just that it is a nice sentiment i agree,babble,5,it is just that it is a nice sentiment i agree,17
1,5ea0a1faa5e73b08860d3c89,sentiment,it is just that it is a nice sentiment i agree,babble,5,it is just as it is a nice sentiment i agree,17
6,5ec821a7e4cab611190a4dcc,sentiment,it is just that it is a nice sentiment i agree,babble,5,it is just that it is a nice sentiment i agree,17
3,5ec8f15fce3f413ef07d6cc5,sentiment,it is just that it is a nice sentiment i agree,babble,5,it is just that it is a nice sentiment i agree,17
26,5af4c62c86fd9c00016645e8,thought,it is just that it is a nice thought i agree,babble,5,it's just that it is a nice thought i agree,17
27,5b663859f7798c000182b8cf,thought,it is just that it is a nice thought i agree,babble,5,it is just that it is a nice thought i agree,17
29,5e2caf81f0143c2d7b8bbb7e,thought,it is just that it is a nice thought i agree,babble,5,it is just that it is a nice thought i agree,17
25,5e469f9ef0d398000b1f13f2,thought,it is just that it is a nice thought i agree,babble,5,it is just that it is but i thought i agree,17
28,5ebc3b504d0cc505d779b1ef,thought,it is just that it is a nice thought i agree,babble,5,"it is just as it is, a nice thought, i agree",17
30,5f0ebf797b54480920ff90a8,thought,it is just that it is a nice thought i agree,babble,5,it is just as it is a nice thought i agree,17
5,5a5f7c21ac56240001543340,penchant,some people have a penchant for bronze,babble,5,some people have a penchant for bronze.,18
1,5ea0a1faa5e73b08860d3c89,penchant,some people have a penchant for bronze,babble,5,some people have a penchant for bronze,18
2,5cfe65a259b16b0017c7bc58,penchant,some people have a penchant for bronze,babble,5,some people have panchance for bronze,18
3,5ec8f15fce3f413ef07d6cc5,penchant,some people have a penchant for bronze,babble,5,some people have a ponsion for bronze,18
4,5c327a791a99ff0001559cfc,penchant,some people have a penchant for bronze,babble,5,some people have a -- for bronze.,18
6,5ec821a7e4cab611190a4dcc,penchant,some people have a penchant for bronze,babble,5,some people have a passion for bronze,18
26,5af4c62c86fd9c00016645e8,preference,some people have a preference for bronze,babble,5,some people have a preference for bronze,18
27,5b663859f7798c000182b8cf,preference,some people have a preference for bronze,babble,5,some people have a preference for bra's,18
29,5e2caf81f0143c2d7b8bbb7e,preference,some people have a preference for bronze,babble,5,some people have a preference for bronze,18
25,5e469f9ef0d398000b1f13f2,preference,some people have a preference for bronze,babble,5,some people have a preference for bronze,18
28,5ebc3b504d0cc505d779b1ef,preference,some people have a preference for bronze,babble,5,some people have a preference for bronze,18
30,5f0ebf797b54480920ff90a8,preference,some people have a preference for bronze,babble,5,some people have a preferences for brands,18
5,5a5f7c21ac56240001543340,beware,beware do not go in the water,babble,5,"beware, do not go in the water!",19
4,5c327a791a99ff0001559cfc,beware,beware do not go in the water,babble,5,"beware, do not go in the water.",19
2,5cfe65a259b16b0017c7bc58,beware,beware do not go in the water,babble,5,beware do not go in the water,19
6,5ec821a7e4cab611190a4dcc,beware,beware do not go in the water,babble,5,beware do not go in the water,19
3,5ec8f15fce3f413ef07d6cc5,beware,beware do not go in the water,babble,5,beware do not go in the water,19
1,5ea0a1faa5e73b08860d3c89,beware,beware do not go in the water,babble,5,where to not go in the water,19
27,5b663859f7798c000182b8cf,mind,mind do not go in the water,babble,5,"mind, do not go in the water",19
29,5e2caf81f0143c2d7b8bbb7e,mind,mind do not go in the water,babble,5,mind do not go in the water,19
26,5af4c62c86fd9c00016645e8,mind,mind do not go in the water,babble,5,mine do not go in the water,19
25,5e469f9ef0d398000b1f13f2,mind,mind do not go in the water,babble,5,mine do not go in the water,19
28,5ebc3b504d0cc505d779b1ef,mind,mind do not go in the water,babble,5,mine did not go in the water,19
30,5f0ebf797b54480920ff90a8,mind,mind do not go in the water,babble,5,mine did not go in the water,19
5,5a5f7c21ac56240001543340,bumpy,i know it is a bit more vast and bumpy but,babble,5,"i know it is a bit more vast and bumpy, but...",20
4,5c327a791a99ff0001559cfc,bumpy,i know it is a bit more vast and bumpy but,babble,5,i know it is a bit more fast and bumpy but,20
2,5cfe65a259b16b0017c7bc58,bumpy,i know it is a bit more vast and bumpy but,babble,5,i know it is a bit more vast and bumpy but,20
1,5ea0a1faa5e73b08860d3c89,bumpy,i know it is a bit more vast and bumpy but,babble,5,i know it is a bit more vast and bumpy but,20
6,5ec821a7e4cab611190a4dcc,bumpy,i know it is a bit more vast and bumpy but,babble,5,i know it is a bit more vast and bumpy but,20
3,5ec8f15fce3f413ef07d6cc5,bumpy,i know it is a bit more vast and bumpy but,babble,5,i know it is a bit more vast and bumpy but,20
26,5af4c62c86fd9c00016645e8,rough,i know it is a bit more vast and rough but,babble,5,i know it is a bit more vast and rough but,20
27,5b663859f7798c000182b8cf,rough,i know it is a bit more vast and rough but,babble,5,i know it is a bit more vast and rough but,20
29,5e2caf81f0143c2d7b8bbb7e,rough,i know it is a bit more vast and rough but,babble,5,i know it is a bit more fast and rough but,20
25,5e469f9ef0d398000b1f13f2,rough,i know it is a bit more vast and rough but,babble,5,i know it is a bit more vast and rough but,20
28,5ebc3b504d0cc505d779b1ef,rough,i know it is a bit more vast and rough but,babble,5,"i know it is, a bit more vast and rough but",20
